row  column  C_K  N_K  O_K  Na_K  Mg_K  Fe_L  Cu_L  Scatter_Peak000  Scatter_Compton000  s(C_K)  s(N_K)  s(O_K)  s(Na_K)  s(Mg_K)  s(Fe_L)  s(Cu_L)  s(Scatter_Peak000)  s(Scatter_Compton000)  chisq
0  0  1928.62  42.5603  1012.34  16126.3  1355.09  49.9832  255.927  143657  7.58647  44.109  8.32476  31.9444  129.474  43.0027  9.45468  27.1765  2565.77  2531.28  1.33089
0  1  2019.44  52.8393  1148.93  16615.6  1281.83  66.4628  299.172  143889  105.162  45.0687  8.6997  33.9913  131.301  41.3548  10.121  28.15  2563.93  2532.17  1.40802
0  2  1979.39  43.7129  1177.12  17152.2  1264.65  58.0142  339.793  157110  42.3079  44.6993  8.7023  34.621  133.646  41.9811  9.97185  29.3337  2686.23  2651.49  1.43846
0  3  2042.07  45.488  1230.41  16766.1  1267.93  60.8348  339.345  157077  51.0115  45.3983  9.06217  35.4509  131.827  40.5628  10.3903  29.0996  2689.01  2654.49  1.56874
0  4  1815.65  47.0728  1627.7  17315.6  1271.98  54.072  323.046  149853  205.525  42.8752  9.07501  40.6858  134.337  42.1275  9.85974  29.9365  2631.79  2600.26  1.3329
0  5  1736.56  65.9277  1800.48  17953.1  1361.92  72.4084  320.572  149099  43.9958  41.976  9.68232  42.6018  137.055  44.0292  9.72564  30.2825  2652.32  2617.93  1.54998
0  6  1740.26  72.2716  1885.36  18909.3  1682.86  76.9342  360.607  153020  6.55157  41.8919  10.4291  43.5356  140.37  46.4758  10.5161  31.4564  2690.83  2655.81  1.63456
0  7  1782.49  89.709  2162.97  19238.4  1860.46  78.227  356.619  161915  82.8772  42.5021  11.5967  46.9092  141.821  49.3283  10.7643  32.4793  2768.33  2731.93  1.60697
0  8  1649.67  152.629  2947.77  21364.1  2191.06  89.7665  391.444  173410  7.03077  40.9726  14.0576  54.6813  149.475  53.3473  11.9115  34.0116  2852.02  2815.18  1.65661
0  9  1437.44  267.71  3697.49  23001  2418.93  75.668  432.907  186537  122.159  38.2826  17.9043  61.1816  155.161  56.0544  12.602  36.0784  2940.46  2899.61  1.50359
0  10  1370.56  338.496  4496.97  25410.2  2818.16  56.2811  538.513  201319  114.014  37.7409  20.8457  67.8727  163.026  59.7867  12.4861  38.789  3068.17  3027.2  1.73743
0  11  1267.04  416.194  4888.31  27051.8  2718.61  89.0268  715.856  217539  98.0151  36.3014  22.3997  70.5826  168.387  59.7466  13.4634  42.3898  3186.04  3144.2  1.83789
0  12  1277.39  436.45  4756.65  28170.7  2562.88  88.8829  777.635  225230  189.525  36.2485  22.4944  69.4471  172.034  58.8265  13.4263  44.0946  3242.36  3195.02  2.00387
0  13  1153.8  409.814  4523.43  28623.5  2209.43  83.7294  658.305  227497  126.422  34.6313  22.4632  68.2202  173.544  56.9743  14.3438  42.9376  3260.84  3217.13  1.78988
0  14  1314.33  243.809  3263.18  26270.1  1975.39  117.31  768.96  245023  13934.4  36.697  17.4094  57.6552  166.457  53.9332  14.3177  43.9179  3314.75  3270.62  6.02107
