row  column  C_K  N_K  O_K  Na_K  Mg_K  Fe_L  Cu_L  Scatter_Peak000  Scatter_Compton000  s(C_K)  s(N_K)  s(O_K)  s(Na_K)  s(Mg_K)  s(Fe_L)  s(Cu_L)  s(Scatter_Peak000)  s(Scatter_Compton000)  chisq
0  0  3139.96  49.7181  85.5583  161.868  224.922  63.8207  223.717  171360  40091.7  56.3628  9.2354  9.73669  18.6487  26.1461  9.69081  19.3163  3158.05  3135.2  1.72569
0  1  3354.34  37.5746  56.4485  179.776  203.462  52.3554  193.851  157577  49230.9  58.0097  8.72198  8.79631  18.7157  23.6098  9.33136  17.2899  3097.64  3078.35  1.84894
0  2  3241.39  36.5532  47.7919  178.218  238.008  63.4382  192.094  145868  52668.2  57.0618  8.39048  8.72348  19.3226  24.789  9.59299  18.4349  3037.57  3020.48  1.62908
0  3  2971.07  49.8166  46.2481  136.443  224.027  49.7804  156.171  134495  59988.1  54.7531  8.64594  8.54856  18.5356  25.427  9.32112  17.5029  3010.85  2996.84  1.59783
0  4  3089  37.1947  69.3064  265.922  177.222  50.824  178.07  166604  37874.4  55.6833  8.36843  8.89594  22.238  24.6604  9.51674  18.2702  3084.46  3061.51  1.47536
0  5  3283.08  49.2712  125.57  1351.4  244.941  67.6693  258.566  172388  39892.1  57.4219  8.85354  11.4942  40.7037  27.0864  9.83723  21.4333  3151.94  3129.28  1.64583
0  6  3030.42  44.7481  61.0834  236.342  152.822  63.7368  202.019  160740  42846.5  55.183  8.8343  8.89722  22.3475  24.3023  10.0256  20.1099  3078.19  3057.38  1.50095
0  7  3521.98  33.5292  65.7212  336.362  183.49  64.106  199.937  181339  34058.1  59.4647  8.45796  9.01541  22.5785  26.1494  9.69854  18.1107  3190.81  3165.77  1.81931
0  8  3182.13  38.6569  59.8356  249.101  282.036  69.3212  213.739  164385  42284.3  56.4958  8.71149  8.82494  19.6036  24.4625  10.0448  18.0088  3099.29  3078.1  2.06605
0  9  3651.08  60.3156  67.438  199.989  284.875  66.5806  203.06  181654  35373.6  60.5715  9.45563  9.47456  20.1365  26.1154  9.63568  18.8932  3186.67  3161.12  1.86226
0  10  3481.75  33.9777  55.2524  190.716  287.694  54.3648  200.144  179334  36363.6  59.2799  8.42225  8.90037  20.3408  26.1155  9.58852  18.769  3167.08  3142.85  1.79353
0  11  3566.95  39.3002  56.3495  223.47  214.43  52.3414  185.339  185777  34583  59.8451  8.69594  8.64005  21.8213  25.4912  9.44239  19.266  3204.88  3179.21  1.8032
0  12  3366.93  49.7842  69.4899  258.269  246.523  62.8794  228.067  176630  37900.2  58.1418  9.05315  9.12031  21.4069  24.6583  9.66525  19.1292  3174.3  3150.66  1.67082
0  13  4042.66  67.18  62.1993  336.563  283.636  66.3084  194.673  184214  42323.6  63.7539  9.92373  8.91963  23.3871  28.2926  10.0261  19.1312  3267.64  3243.79  1.61352
0  14  2791.72  37.4534  63.9094  290.997  250.667  58.2362  167.556  138572  51326.8  53.0806  8.71562  9.28456  22.4501  23.9122  9.59687  18.1797  2963.64  2947.85  1.75776
0  15  3368.09  44.1786  75.747  538.106  319.282  58.5213  190.518  139495  41525  58.1407  8.79931  9.44183  27.8818  25.0326  9.5228  18.5865  2884.6  2867.09  1.73184
0  16  3658.56  172.537  2558.58  27180.1  1303.08  74.5869  691.548  184082  14335.9  60.8246  15.2753  51.2473  168.826  47.4222  12.9083  41.4811  3019.11  2989.61  1.66436
0  17  3196.78  119.655  2346.46  35175  1622.66  78.1368  942.557  178792  23314.1  56.8475  13.0643  48.9522  191.545  50.2882  12.6593  46.8147  3051.39  3024.77  1.85589
0  18  2068.12  120.429  2534.62  34991.5  5217.49  62.5592  898.855  165556  19505.5  45.921  13.4219  51.2008  190.887  78.5275  13.262  45.7201  2933.16  2907.3  1.88997
0  19  1769.02  203.61  2750.08  31555.1  4010.7  80.9727  896.321  155350  24351.5  42.5416  16.3801  53.2855  181.38  69.5111  12.888  45.086  2887.2  2864.01  1.82556
0  20  1633.48  227.503  3160.94  24998.1  4924.65  58.9603  734.043  160650  21033.9  40.9493  17.13  56.8329  161.802  75.6152  11.768  41.2028  2907.4  2882.89  1.76186
0  21  1579.34  286.462  3375.54  20358.4  5434.67  88.8618  591.622  166308  18001.7  40.0738  18.1364  58.3006  146.214  78.56  12.1909  37.6656  2931.04  2905.14  1.72331
0  22  1671.98  357.433  3779.02  19958.5  5089.9  127.477  602.859  179574  16380.5  41.5019  20.9008  62.1424  145.193  77.4238  13.9307  37.8895  3018.92  2991.09  1.63296
0  23  1728.64  346.861  3728.86  20689.4  4908.5  86.1107  618.415  192446  6467.87  42.0249  20.1618  61.4205  147.709  76.0929  12.7318  38.3449  3053.46  3022.13  1.68536
0  24  1726.71  389.647  3951.86  25187.8  3343.54  96.3183  735.182  199559  7966.88  42.2614  21.9978  63.7032  162.876  65.3208  14.2847  42.5828  3121.77  3090.27  1.74908
0  25  1523.09  364.886  3930.84  27771.6  2533.59  92.7745  738.457  209481  2216.45  39.4379  20.41  62.9372  170.453  58.1398  12.6034  41.888  3149.8  3115.98  1.87714
0  26  1473.79  393.929  3942.71  28976.8  2041.7  115.456  868.4  209932  2972.15  38.901  21.5138  63.3231  173.899  52.4717  13.9521  43.617  3152.88  3119.17  2.08811
0  27  1339.23  305.729  3922.15  27409.9  2312.36  102.833  764.526  200298  11788.4  37.185  19.6365  63.5017  169.44  56.1209  14.7992  42.4812  3144.67  3113.82  1.91906
0  28  1294.04  367.82  3755.47  26339.2  2624.95  91.1832  747.389  215309  2780.21  36.595  21.0683  61.9911  166.44  59.5063  13.5798  42.7825  3195.5  3161.14  1.76619
0  29  1373.16  395.931  3832.48  25749.3  3002.04  93.9883  690.362  211756  6980.64  37.5902  21.482  62.4029  164.383  61.7919  13.5186  41.5045  3205.04  3172.27  1.892
0  30  1285.98  347.974  3924.03  27126.5  2246.9  104.551  696.064  203603  10727.2  36.5453  20.7093  63.5545  168.867  56.4947  14.8343  42.1457  3167.88  3135.89  1.76235
0  31  1224.9  394.164  3745.62  26859.9  2057.99  75.1871  880.104  203792  11604.5  35.632  21.7218  61.9122  167.786  53.0444  13.3272  44.1241  3174.68  3143.48  1.98777
0  32  1143.23  316.044  3553.68  26577.8  1747.91  71.0373  840.923  196925  8973.89  34.4198  19.8194  60.5003  166.802  50.07  13.5907  42.8988  3104.84  3069.28  1.86435
0  33  1188.49  315.66  3640.5  26372.9  1701.25  83.2946  786.963  195051  11912.5  35.1443  19.8886  61.2104  166.404  49.8192  13.7955  43.0707  3113.7  3083.33  1.83534
0  34  1295.79  352.884  3575.48  27056.7  1610.97  62.7484  741.435  190756  12897.9  36.6634  20.735  60.5937  168.395  49.2474  12.6575  42.5979  3088.79  3059.11  1.84173
0  35  1224.02  294.52  3549.87  27146.8  1965.53  73.6453  890.417  187323  17178.6  35.628  19.171  60.3325  168.446  52.1947  12.5576  43.1415  3084.31  3054.92  1.84855
0  36  1129.7  278.633  3451.96  26528.4  1877.09  99.613  811.745  187753  11174.1  34.2594  18.5849  59.5465  166.7  51.1792  14.2319  42.8212  3051.17  3021.47  1.89156
0  37  1196.46  347.443  3446.55  26449.8  1824.52  79.2018  767.069  180548  17505  35.153  20.1971  59.2103  166.306  50.2376  13.2178  42.1341  3037.12  3009.39  1.93781
0  38  1229.28  324.858  3442.7  26071.9  1901.58  64.1679  708.6  184429  11782.7  35.6751  20.0181  59.5107  165.1  51.4123  12.8113  40.7054  3013.38  2983.71  1.85804
0  39  1315.77  221.749  3199.43  25756.9  1901.3  65.9828  704.457  180496  14442.6  36.8616  17.1887  57.5297  164.477  52.2222  14.7655  42.3804  3005.68  2977.33  1.53491
0  40  1338.76  276.736  3090.67  25381.8  1710.22  99.8014  835.397  176646  19666.7  36.9726  18.0656  55.9878  162.932  49.3138  11.8887  41.8742  3012.58  2985.9  1.86522
0  41  1481.45  194.356  2858.54  24735.2  1752.13  81.6647  794.209  184176  14280.4  38.9145  15.8296  54.2607  161.349  50.8266  13.5945  42.8973  3037.06  3007.99  1.61521
0  42  1671.2  148.25  2148.92  24713.3  1695.94  73.711  713.534  191175  10327.8  41.1812  13.7182  46.7107  161.124  49.9193  11.8209  41.2262  3065.59  3034.99  1.77541
0  43  1922.68  77.8229  1762.22  25754.6  1757.93  73.9438  650.599  193509  20613.7  44.1828  11.3245  42.91  164.702  52.0739  13.6093  41.6532  3174.37  3145.96  1.87175
0  44  2065.95  73.5996  1502.98  21740.8  1294.83  83.6043  616.637  221299  13138.9  45.854  10.9783  39.6022  152.135  49.1115  13.8436  41.0174  3333.52  3300.87  1.80228
0  45  2099.86  77.7064  1211.69  11710.2  534.112  117.424  423.473  228355  16721.2  46.1704  10.7544  35.5586  113.137  40.1641  13.4576  34.42  3410.11  3377.17  1.68654
0  46  700.811  33.0218  117.505  2375.25  291.395  69.5275  187.096  165409  25278.1  26.6863  8.37919  11.385  52.7827  28.0955  10.2838  21.8659  3034.81  3010.4  1.29015
0  47  1641.71  48.2396  84.5932  932.15  326.024  61.3328  166.897  199626  19082.1  40.722  8.6152  10.0215  35.417  27.5798  10.0985  19.7236  3264  3234.38  1.61575
0  48  1832.5  44.5319  88.3447  3306.93  440.681  75.9537  223.21  172554  30858.3  42.9792  8.55106  10.2488  61.7267  31.9392  10.3029  23.7138  3133.79  3109.92  1.41126
0  49  2641.88  58.234  198.449  8820.85  1159.4  78.674  329.01  192957  23121.6  51.5487  9.39939  14.3949  98.2304  44.6826  10.5822  29.4025  3222.25  3194.37  1.71816
0  50  2292.41  30.9819  51.7195  1134.5  270.055  63.3162  254.494  172611  29953.8  48.0047  8.36313  8.59973  37.7883  26.553  9.69855  21.4267  3080  3055.3  1.58824
