row  column  C_K  N_K  O_K  Na_K  Mg_K  Fe_L  Cu_L  Scatter_Peak000  Scatter_Compton000  s(C_K)  s(N_K)  s(O_K)  s(Na_K)  s(Mg_K)  s(Fe_L)  s(Cu_L)  s(Scatter_Peak000)  s(Scatter_Compton000)  chisq
0  0  1258.45  43.06  89.6425  364.723  176.921  43.4558  186.893  205780  34.6817  35.5596  7.94266  10.1261  21.2369  19.7951  9.03734  16.0104  2951.77  2912.48  1.5698
0  1  1312.03  32.4348  107.957  331.238  143.335  68.991  142.997  186529  13346.4  36.3725  7.82733  10.9176  20.9114  18.8099  9.53829  14.8086  2916.91  2884.48  1.41601
0  2  1168.86  32.7461  92.8094  364.411  76.6204  45.0556  130.181  163906  25872.9  34.2546  7.80118  10.1459  21.0083  16.1717  8.8832  13.7396  2838.29  2812.07  1.58665
0  3  837.122  27.7931  70.8808  299.109  174.018  39.8532  101.54  162847  17001.4  29.0443  7.72079  8.99867  19.9103  18.9095  8.77508  13.1506  2740.64  2712.36  1.37597
0  4  599.103  24.1936  52.5379  258.981  151.482  31.5879  161.015  142736  23801.2  24.6065  7.57373  8.57795  19.0011  20.0866  8.58617  15.3633  2630.25  2606.43  1.09452
0  5  600.077  27.1749  45.173  319.669  150.93  53.0027  119.653  161293  13443  24.613  7.85545  8.23524  20.0361  18.7462  8.92156  13.4697  2685.51  2656.42  1.49287
0  6  661.031  20.0054  68.4326  1086.48  168.556  37.4578  136.368  163177  12180.3  25.7724  7.49048  9.04222  35.802  21.6259  8.61382  16.243  2697.48  2668.51  1.24158
0  7  1435.39  41.6459  746.666  12237.3  884.558  60.8849  242.917  159201  11325.7  38.2344  7.85541  27.4129  113.513  39.0359  9.57242  25.4695  2667.97  2639.02  1.14184
0  8  888.999  43.1441  874.292  12557.4  990.753  70.6588  348.884  131435  18879.2  30.0794  7.87121  29.6937  114.29  37.9972  10.007  26.2623  2494.81  2471.1  1.42398
0  9  704.41  44.1845  1186.63  12648.9  977.634  65.2232  300.89  122001  16899  26.9586  8.27926  34.6457  114.683  37.7909  9.63553  25.5331  2393.82  2370.94  1.28753
0  10  567.874  42.2497  1070.82  13624.2  983.532  65.934  314.959  109775  20920.3  23.9627  8.14716  32.7811  118.559  37.4773  9.83654  24.2546  2319.19  2298.92  1.24864
0  11  601.914  50.4895  1098.13  12784.3  970.725  58.62  264.714  109156  21055.2  24.7516  8.40612  33.2063  115.371  38.155  9.30949  24.576  2326.02  2305.78  1.36999
0  12  657.087  49.795  994.886  13618  1044.49  57.8568  296.558  104836  21484.4  25.7059  7.99382  31.7782  118.6  38.0433  9.66393  24.8231  2278.91  2259.61  1.21585
0  13  869.84  39.8435  834.571  12654.2  991.461  68.8696  262.412  105497  23591.2  29.9256  7.95088  29.0271  114.616  37.5853  9.5729  24.4892  2313.14  2294.67  1.29689
0  14  823.579  23.474  384.262  9538.76  656.114  49.5579  159.597  101208  23141.3  28.7752  7.59361  19.7328  99.6389  32.6853  9.20204  20.0278  2276.66  2258.7  1.06703
0  15  908.673  34.0428  293.46  8268.81  706.141  41.6502  252.153  98669  27458.8  30.2779  7.93408  17.3569  93.1678  33.4979  8.89894  23.1096  2281.2  2264.47  1.01314
0  16  1271.24  32.0052  296.335  9016.36  727.114  54.7265  303.837  70144.4  57949.9  35.744  7.94877  17.3466  97.0676  33.7097  9.29314  24.0246  2333.62  2330.05  1.45591
0  17  1553.1  36.0161  349.584  9241.96  844.693  66.1944  338.348  83400.5  48768.6  39.4669  7.86937  18.8447  97.9753  34.0484  9.51591  24.3305  2340.47  2332.15  1.26437
0  18  1644.65  31.8927  376.771  10266.4  816.648  67.4314  306.963  103516  31712.7  40.6642  7.72056  19.5607  103.439  34.8923  9.5869  24.5118  2371.47  2355.46  1.23366
0  19  2047.31  47.1206  398.708  10124.9  839.538  53.2727  237.084  104275  33598  45.5922  8.22873  20.1103  102.83  35.4354  9.27637  23.0766  2408.46  2393.04  1.33702
0  20  1929.44  41.9018  330.333  10042.6  884.995  58.5256  244.027  116069  23493.9  44.1961  8.0202  18.3231  102.633  36.351  9.20091  23.8606  2434.1  2414.43  1.29132
0  21  2318.06  53.4265  333.257  10022.3  945.69  54.2091  224.215  112888  30268.7  48.2385  8.28945  18.4212  102.055  35.9458  9.22355  22.213  2455.29  2437.83  1.39012
0  22  2369.35  39.0634  273.127  10478.7  852.107  53.3994  222.696  113443  29765.2  48.8937  8.06169  16.6996  104.603  35.6519  9.17767  22.6638  2460.03  2442.36  1.32781
0  23  3264.53  42.9357  511.413  11987.2  1026.44  49.3208  272.731  136823  21926.7  57.3954  8.48449  22.8799  112.127  39.5291  9.32169  26.0325  2606.62  2583.63  1.48082
0  24  2605.88  41.0292  226.55  7470.25  757.565  61.5758  224.902  147996  23047.2  51.0977  7.92231  15.1952  88.3586  34.3029  9.21804  21.2371  2694.22  2669.79  1.47246
