row  column  C_K  N_K  O_K  Na_K  Mg_K  Fe_L  Cu_L  Scatter_Peak000  Scatter_Compton000  s(C_K)  s(N_K)  s(O_K)  s(Na_K)  s(Mg_K)  s(Fe_L)  s(Cu_L)  s(Scatter_Peak000)  s(Scatter_Compton000)  chisq
0  0  2131.77  64.9938  228.467  1067.76  322.346  55.7583  208.171  210515  229.296  46.3685  9.41814  15.3496  37.6057  29.6364  9.72468  21.2715  3172.28  3133.4  1.79022
0  1  2239.01  49.7901  161.851  1080.48  369.453  71.1043  248.813  182353  21769.4  47.5107  9.07034  13.4165  37.0867  29.0721  10.4423  21.7945  3120.98  3093.1  1.56738
0  2  1901.97  50.3542  232.993  1172.72  362.599  51.1455  289.021  173580  20004.3  43.792  8.80604  15.4793  38.1372  27.5708  9.43329  22.4917  3033.96  3006.01  1.72358
0  3  1590.65  60.1701  219.776  1177.98  348.738  59.7542  240.248  161813  22254.4  40.0781  9.15672  14.9868  37.8988  26.6122  9.75556  20.6723  2958.98  2933.69  1.69851
0  4  2219.05  61.745  168.738  923.25  333.646  66.8969  274.81  169635  26706.9  47.3994  9.72569  13.459  35.0495  27.2207  9.96403  22.2734  3058.15  3033.67  1.94247
0  5  2175.26  40.9083  144.747  825.236  256.076  62.9328  222.396  178665  16515.1  46.7816  8.40889  12.37  32.9479  26.1273  10.1813  20.3985  3033.89  3005.55  1.69186
0  6  2369.99  45.1296  261.201  1148.52  269.593  58.0917  238.413  170879  18923  48.9891  8.90424  16.395  38.0778  25.7362  9.76401  21.4582  2977.42  2950.42  1.61394
0  7  2241.79  57.9752  406.254  1443.9  269.389  50.4122  232.64  173595  16280.5  47.4765  9.15222  20.3395  42.0741  25.7599  9.28648  21.4335  2978.63  2950.71  1.77352
0  8  2952.42  61.87  455.191  2380.4  254.984  59.2159  154.583  172591  26536  54.4421  9.48923  21.6659  53.1866  28.044  9.99298  21.1631  3041.23  3015.66  1.66973
0  9  3010.49  40.2528  278.533  3610.31  496.888  49.9713  178.022  184313  22676.2  55.1026  9.04095  17.5445  63.7532  31.7813  10.1769  22.672  3118.9  3091.5  1.83746
0  10  2549.87  45.1875  376.362  7764.06  959.694  57.44  366.309  171706  21285.1  50.6977  9.09167  19.9163  91.5393  39.0979  10.4033  28.8783  3004.25  2978.17  1.69041
0  11  2201.31  67.8362  591.737  9545.69  1069.11  68.671  361.871  161490  22813.4  47.1231  9.85623  24.6827  101.3  41.2183  10.5463  29.0985  2936.43  2911.71  1.58563
0  12  1793.08  57.8622  900.775  11092.4  1203.73  64.1415  347.632  151308  18282.8  42.5742  9.545  30.1402  108.588  41.1445  10.7982  30.0182  2812.53  2788.24  1.60427
0  13  1724.06  65.0695  1161.93  11405.5  1237.52  66.7841  358.261  148872  18667  41.7164  9.4246  34.4177  110.096  42.8157  10.5498  29.4814  2777.07  2752.72  1.4663
0  14  1613.9  117.313  1957.8  13963.7  1586.68  70.6728  398.226  139664  22497.4  40.4277  12.0367  44.5588  121.037  45.346  10.7343  30.4895  2727.82  2705.86  1.66497
0  15  1493.15  318.999  3332.98  16691.6  1639.84  91.5077  526.71  151585  12457.6  39.1161  19.5014  58.2514  132.562  47.3883  12.1815  34.6922  2761.29  2735.15  1.40436
0  16  1316.72  207.466  3271.81  18475.1  1964.13  83.056  498.589  139105  24123.8  36.7007  16.0135  57.6405  138.898  49.8777  11.6297  34.1089  2752.67  2731.19  1.5119
0  17  1338.49  173.427  2671.31  16841.1  1849.49  79.4831  520.414  144713  16407.2  36.9639  14.5074  51.8878  133.008  48.8382  11.0396  34.6355  2741.85  2717.98  1.61908
0  18  1119.52  102.866  1816.37  14406.2  1694.06  79.6266  431.817  128213  23750.1  33.796  11.7885  43.1636  122.742  45.8244  11.5254  31.0303  2650.82  2630.72  1.47465
0  19  1273.27  95.6896  1823.12  14121.7  1473.43  93.6135  421.207  125948  26086.7  35.8333  10.852  42.8439  122.11  45.399  11.0099  31.8634  2649.63  2629.82  1.19869
0  20  1252.01  96.8632  1615.13  13581.2  1449.76  63.256  471.279  120115  28406.7  35.577  11.3725  40.3676  119.534  43.0356  10.5142  32.5187  2617.75  2599.87  1.31754
0  21  1424.63  71.7264  1601.86  13817.2  1533.18  53.8575  391.123  126693  25440.7  38.0028  10.0932  40.5395  120.523  44.8948  10.3464  30.8323  2648.69  2628.96  1.36083
0  22  1399.36  65.926  1468.72  13535.9  1417.74  62.0135  399.738  125882  25461.4  37.7554  9.84105  38.6626  119.219  43.2487  9.99853  30.2431  2646.09  2626.34  1.40393
0  23  1589.06  101.535  1555.17  13556.5  1397.34  80.1135  369.446  129160  27163.3  40.1252  11.4871  39.8096  119.587  44.0398  11.076  30.5822  2690.4  2667.91  1.33647
0  24  1489.62  59.8005  988.86  12698.5  1399.15  57.0504  423.298  119186  37311.2  38.861  9.5792  32.0405  115.724  43.1838  10.2738  31.0185  2689.73  2673.79  1.55399
0  25  1630.85  53.6459  925.421  11758.2  1279.94  72.6417  380.816  119784  42453.5  40.6504  8.9201  30.5876  111.673  42.6926  10.4719  30.2112  2733.46  2718.6  1.59071
0  26  1693.96  45.217  836.802  11977.8  1201.09  80.4801  349.59  111997  50154.9  41.3416  8.74149  29.1528  112.626  41.5848  10.7096  29.451  2723.6  2711.71  1.47812
0  27  1668.43  47.0476  1048.06  12328.1  1348.37  68.4881  375.296  119805  44295.5  41.0384  9.14152  32.7343  114.067  42.64  10.8948  30.2133  2746.21  2732.01  1.6077
0  28  1654.83  40.2795  592.823  10486.3  1077.42  94.0367  353.18  108404  51891.3  40.8796  8.52787  24.5667  105.429  39.1438  11.0612  28.6653  2710.47  2699.6  1.44634
0  29  1917.82  34.4304  686.129  10154.6  1192.04  95.6197  360.673  123360  48642.2  43.9455  8.40312  26.4244  103.948  41.4075  10.5446  28.4817  2817.66  2803.8  1.73619
0  30  1657.94  43.1312  452.493  10327.8  1092.76  56.2586  319.27  119211  41951.5  40.9467  8.54409  21.6205  104.723  39.3683  10.5175  28.3908  2714.73  2699.92  1.54257
0  31  2142.04  45.7561  667.307  10296.5  1224.56  66.3288  329.043  125626  49731.9  46.4439  8.95906  26.0966  104.279  40.0349  10.279  27.9527  2842.51  2828.84  1.73476
0  32  1766.05  37.9243  510.559  10688.6  1125.08  51.3062  338.509  121885  44803.4  42.1384  8.40667  22.6936  106.625  40.4804  9.71253  29.0926  2755.32  2740.82  1.53666
0  33  1847.86  79.4868  965.883  10858.3  1086.27  71.6983  347.375  115340  54047.8  43.1798  9.94222  31.2914  107.583  40.6724  10.3354  29.146  2783.58  2772.04  1.43422
0  34  1488.37  31.1396  556.976  10404.3  1184.61  79.5036  403.207  112740  45817.5  38.7721  8.39352  23.7284  104.714  39.1381  9.93502  28.9006  2704.08  2691.38  1.62268
0  35  1891.44  57.6674  629.072  9979.62  1088.71  82.4192  332.923  114976  51313.5  43.6341  9.03635  25.3296  103.252  40.0574  11.1316  28.8387  2767.01  2754.89  1.38237
